Producto,CodigoOrigen,Codigo,Categoria,Proveedor,Deposito,Ubicacion,Cantidad,StockSeguridad
KIT CALIBRACION ORP,CMT325,1660,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT COMPRESOR AIRE PR1300 & UV,AC55,1686,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE BOMBA IXC150TC-PK,IXC150TC-PK,2904,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE BOMBA L4VC-PK,L4VC-PK,2902,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE CALIBRACIÓN DE ORP,51373,2490,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE CLORO HACH,G15,1586,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE DIAFRAGMA DOSIVAC,DVR410300-00,2036,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE MANT EQ OZONIZADOR CD10,APS111B,1353,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE MEMBRANA WALCHEM CL2/BR,103463,2496,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DE VALVULAS DOBLES WS1,V1EEDME-MAVFF,1549,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DOSIFICADORA EJ/EWN C/VALV,N11-VCA-PK,2543,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT DOSIFICADORA IXD150,IXD150TC-PK,2634,Equipos,Clack Corp.,Anaya 2710,,15,10
"KIT ELECTRODO W1/6, PH, FLAT, INLINE",WEL-PHF-82,2662,Equipos,Clack Corp.,Anaya 2710,,15,10
"KIT FLOWCELL WASHER, O'RING",191377,2849,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT HERRAMIENTAS EQ. OZONO,STK10,1667,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT JUNTAS P/SALIDA NIPLE VITAULIC,11018,2961,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT LAMPARA-TUBO S12Q-PA,S36-QL,2382,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (PC) 1/2X3/8,PACCKIT-PC-8,2969,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (PC) 3/8X1/4,PACCKIT-PC-7,2965,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (PE) 1/2X3/8,PACCKIT-PE-8,2968,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (PE) 3/8X1/4,PACCKIT-PE-7,2966,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (VC) 12X3/8,,2412,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA DOSIF (VE) 12X3/8,,2636,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X030 & 050,SKA-0350,2912,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X050PT,SKL-050-PT,2915,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X050ST & 050AT,SKL-050-MT,2917,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X152,SKA-152,2921,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X152PS-PP-BV,SKL-152-PS-BV,2918,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X152PT-PP-BV,SKL-152-PT-BV,2919,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X252 & 253,SKA-252,2913,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X252PT & 252PT-FLAODDP,SKL-252-PT,2935,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT BOMBA TC-X253AT,SKL-253-AT,2920,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT EQ OZON OXS80 Y OXS90,ASP80,1513,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT. DOSIFICADORA WALCHEM,X11VC-PK,2410,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT. EQ OZONIZADOR CD12AD,ASP115A,2000,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT. GEN. 02 OXS100,OXS355,1670,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANT. GEN. O2 OXS82,OXS356,1671,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIM DOSIF EHE46-PE,,516,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIM DOSIF EHE46-VC,,1868,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIM DOSIF EHE46-VE,,496,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIM DOSIF EHE56-VE,,493,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIM DOSIF. EHE56-VC,02792026,1865,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO AD40,ASP280A,2934,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO AEROUS 8,ASP71A,2184,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO CD30NX,ASPP370A,2081,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO DOSIF EH56-PE,EZB11D2-VC,2408,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO DOSIF EHE36PE - DIAFRAG Y VALVULAS,ACC,2625,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO DOSIF EHE36VE - DIAFRAG Y VALVULAS,,2623,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EHE56-FC,TERMDIAL,151,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EQ.OZ.CD15AD,ASP120B,1791,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EW/EJ31VC,7374,2504,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EWN B11 VC,,2539,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EWN-C16,,1777,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO EWN-C21,,2153,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MANTENIMIENTO PARA AEROUS 15,,2868,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MEDIDOR DE HIERRO,1K-18,1955,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT MEDIDOR OZONO,,522,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT PARA OZONO HACH OZ-2,,2639,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT PLACA  CARETA CABLE DYSPLAY WS2H / WS3H,S7010-12,292,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT SELLO HQQE CR10-15-20,,3004,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT SELLO HQQE CR10-15-20,,3005,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT TITULADOR DE DUREZA,NB-80-00,2862,Equipos,Clack Corp.,Anaya 2710,,15,10
"KIT TRASFPR,ADPOR Y PLACA CD2000P",DRM60SA,2945,Equipos,Clack Corp.,Anaya 2710,,15,10
KIT UPGRADE WS2H,,2050,Equipos,Clack Corp.,Anaya 2710,,15,10
KONTAKTWASSERMESSER,7368,2502,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILGHT S36RL,S36RL,1027,Equipos,Luminor,Anaya 2710,,15,25
LAMP. UV STERILIGHT S287RL,S287RL,1969,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT S320RLHO,S320RL-HO,1970,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT S330RL,S330RL,1979,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT S463 RL,S463RL,1624,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT S740RL-HO,S740RL-HO,1780,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT S810RL,S810RL,1783,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMP. UV STERILIGHT SP950RLH,S950RL-HO,1781,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMPARA IMPORTADA DE UV LARGA,ATS-8-246,1088,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMPARA P/EQUIPO SANITIZADOR DE AMBIENTE,PI0316S,2374,Equipos,Clack Corp.,Anaya 2710,,15,10
LAMPARA REPUESTO UV 11W/SS,,191,Equipos,Clack Corp.,Anaya 2710,,15,10
Lámpara UV Aquafine,17998,508,Equipos,Clack Corp.,Anaya 2710,,15,10
LEAKING SENSOR PCB W7WIRING,295500,2536,Equipos,Clack Corp.,Anaya 2710,,15,10
LEITFAHIGKEITSMESSZELLE,7376,2503,Equipos,Clack Corp.,Anaya 2710,,15,10
LEVEL,10919,2319,Equipos,Clack Corp.,Anaya 2710,,15,10
LIMPIADOR ACIDO AWC234,AWC C,2101,Equipos,Clack Corp.,Anaya 2710,,15,10
LIMPIADOR ALCALINO AWC 237,AWC C237,2102,Equipos,Clack Corp.,Anaya 2710,,15,10
LIMPIEZA DE TANQUES,LIMPTANQ1,2,Equipos,Clack Corp.,Anaya 2710,,15,10
"LLAVE ESF. PVC 1""",,2224,Equipos,Clack Corp.,Anaya 2710,,15,10
LLAVE ON-OFF (ABB),ABB3322,2559,Equipos,Clack Corp.,Anaya 2710,,15,10
LLAVE P/CARCAZA FILTRO CHICA,W 10,1606,Equipos,Clack Corp.,Anaya 2710,,15,10
LLAVE P/CARCAZA FILTRO GRANDE,W JU,1608,Equipos,Clack Corp.,Anaya 2710,,15,10
LLAVE P/CARCAZA FILTRO MEDIANA,W XL,1607,Equipos,Clack Corp.,Anaya 2710,,15,10
LLAVE P/VALVULA AUTOMATICA,,1609,Equipos,Clack Corp.,Anaya 2710,,15,10
LOCK NUT,10913,2322,Equipos,Clack Corp.,Anaya 2710,,15,10
LONG PIN,10916,2320,Equipos,Clack Corp.,Anaya 2710,,15,10
MAINT KIT ASP75,ASP75A,2185,Equipos,Clack Corp.,Anaya 2710,,15,10
MALLA P/DISECANTE CHICA,SCN20,1518,Equipos,Clack Corp.,Anaya 2710,,15,10
MALLA P/DISECANTE GRANDE,SCN30,1519,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUERA ALTA PRESION 1/2,,244,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUERA ALTA PRESIÓN 3/4 H/C (AZUL),MANGOM340,268,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA CRISTAL 1""",,2815,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA CRISTAL 1/2""",MANCRS744,86,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA CRISTAL 3/4"" (METROS)",MANCRI344,140,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA CRISTAL 5/8"" (METROS)",MANCRI411,87,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA CRISTAL DE 1/4""",MANMSA455,242,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA DE ALTA PRESION 1""",MANAPR422,1070,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUERA DE ALTA PRESION 5/8,,1329,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA DE GOMA DE 1""",162043,1359,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA DE MALLA 1/4"" (METROS)",MANMAL140,1328,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA DE TEFLÓN 3/8""",MM3400015,1031,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUERA MALLA 5/16"" (METROS)",MANCRS516,194,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUERA PARA DIALISIS,11131,2326,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITA PVC 50 mm x 1 1/2""",6751421,373,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITO 20""",39510049,2272,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITO 25""",39510050,2273,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITO 32""",39510051,2274,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUITO 40 MM X 1 1/4,39510052,2524,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUITO 63 MM,,2928,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITO PVC 25MM X 3/4""",,462,Equipos,Clack Corp.,Anaya 2710,,15,10
"MANGUITO PVC 40 mm x 1 1/4""",,371,Equipos,Clack Corp.,Anaya 2710,,15,10
MANGUITO UNION 25X3.5 PPSU,160013-001,2338,Equipos,Clack Corp.,Anaya 2710,,15,10
MANO DE OBRA,,1072,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO 10 BAR,MANO16002,1333,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO DE 0 A 6 KG,MANCOM060,1153,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO DE INOX,MANI48765,1110,Equipos,Clack Corp.,Anaya 2710,,15,10
MANÓMETRO EN LINEA 0-100 PSI,GAUGE-IL-100,1625,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO EN LINEA 0-300 PSI,GAUGE-IL-300,1821,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO P/PANEL 0-100 PSI,GAUGE-PM-100,1627,Equipos,Clack Corp.,Anaya 2710,,15,10
MANOMETRO P/PANEL 0-300 PSI,GAUGE-PM-300,1626,Equipos,Clack Corp.,Anaya 2710,,15,10
MANTENIMIENTO BOMBA,,2133,Equipos,Clack Corp.,Anaya 2710,,15,10
MARTILLO NYLON,,1028,Equipos,Clack Corp.,Anaya 2710,,15,10
MECHAS WIDIA STANDARD 6.0MM 15/64,FIE2606,2718,Equipos,Clack Corp.,Anaya 2710,,15,10
MECHAS WIDIA STANDARD 8.0MM 5/16,FIE2608,2719,Equipos,Clack Corp.,Anaya 2710,,15,10
MEDIDOR VACIO Y REG. FLUJO,GAG620,1663,Equipos,Clack Corp.,Anaya 2710,,15,10
Medidor vacío y regulador fluj,GAG600,1662,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEDIO ACOPLE POLIPROP M C/R3/4"" TIPOA25U",XAP-10-B,3011,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEDIO ACOPLE POLIPROP. H C/ESP 3/4"" TIPOC25U",XAP-60B,3012,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA ( DE CL PARA PH EXTENDIDO),103712,2859,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA 4X21 - SALINIDAD,,208,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA 4X40 - SALINIDAD,,209,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA 8X40,ULP-8040-400,133,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA 8X40 - SALINIDAD,,210,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA CLORO TOTAL 20PPM,,2669,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA CSM MB300- 300G,MB-300,2172,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA CSM-MB 75-2-75 GPD,MB-75,1944,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA CSM-MB-2540 2.5""x40""",MB-2540,2028,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA CSM-MB100-2-100 GPD,MB-100,1945,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA CSM-MB4021 4"" x 21""",RE4021-BLN,1418,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA CSM-MB4040 4""x40""",MB-4040,1854,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA DE CLORO CERO,32900015,2674,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA DE CLORO LIBRE,32900011,2192,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA DE CLORO LIBRE (NUEVA PUNTA),32900021,2888,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA DE CLORO TOTAL,,2194,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA DE OZONO,32900111,2675,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA EQ. OSMOSIS MB-LPF,MB-150,2390,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA FILMTEC HRLE-440I,HRLE-440I,2150,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA FILMTEC HSRO-4040-FF,HSRO-4040FF,2151,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA FILMTEC NF90-400,NF90-400,2149,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA H CPA2-4040-2,5""x40""",CPA2-4040,2097,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA H ESPA1-2521-2,5""X21""",MB-2521,25,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA H ESPA1-4040-4""x40""",ESPA-1 4040,44,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA H ESPA2-4040-4""x40""",MEM2440,45,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA NANO CSM-4040-4""x40""",NE-4040-40,1637,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA ÓSMOSIS 300 GPD,,2432,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA ÓSMOSIS 4X21,,2430,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA ÓSMOSIS 4X40,,2431,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA OSMOSIS TMH-10-A,TMH-10-A,2054,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA P/OSMOSIS 4X40,REPSALTA2,119,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA P/OSMOSIS 8X40,,120,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA PARA CALOR HYDRANAUTICS 4X40,SANRO - MB4040,2944,Equipos,Clack Corp.,Anaya 2710,,15,10
MEMBRANA PARA SENSOR DE OZONO 2PPM,,2845,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA TORAY TMG10-4""x40""",TMG-10,199,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEMBRANA TORAY TMG20-403 8""x40",TMG-20-400,1634,Equipos,WPC,Anaya 2710,,20,94
MEMBRANA UF STA 2000 + CARCASA PVC + ACC CONEXIÓN,INSLUZ722,40,Equipos,Clack Corp.,Anaya 2710,,15,10
METABISULFITO DE SODIO 140 GR.,,1765,Equipos,Clack Corp.,Anaya 2710,,15,10
METABISULFITO DE SODIO 500 GR.,,1766,Equipos,Clack Corp.,Anaya 2710,,15,10
METABISULFITO DE SODIO Kg.,,440,Equipos,Clack Corp.,Anaya 2710,,15,10
"MEZCLADOR 3 VIAS (GRIFO,CALORY",298000,2428,Equipos,Clack Corp.,Anaya 2710,,15,10
MICROOZONIZADOR  CD- 300mg/h,CD300,1502,Equipos,Clack Corp.,Anaya 2710,,15,10
MICROOZONIZADOR 12V CD-100mg/h,CD10,1501,Equipos,Clack Corp.,Anaya 2710,,15,10
MICROOZONIZADOR 220V CD-300mg,CD301,1594,Equipos,Clack Corp.,Anaya 2710,,15,10
MICROOZONIZADOR CD500 mg/h,CD501,1664,Equipos,Clack Corp.,Anaya 2710,,15,10
MINI RELE 1 CONTACTO 6A,,18,Equipos,Clack Corp.,Anaya 2710,,15,10
MINI RELE 230V DOBLE CONT.IN,FIN0868,2554,Equipos,Clack Corp.,Anaya 2710,,15,10
"MINI VALV ESFERICA INOX 1/4""",,1813,Equipos,Clack Corp.,Anaya 2710,,15,10
MINICONTACTOR 3P 1NA 9A AC3 22A AC1 230VAC,MOE4014,2725,Equipos,Clack Corp.,Anaya 2710,,15,10
MODBUS ACTIVATION,,2480,Equipos,Clack Corp.,Anaya 2710,,15,10
MODEM DE ACCESO REMOTO GSM,4000050,2136,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO CIEGO MARFIL DBL,CON2262,2708,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO DE ENTRADA / SALIDA ADICIONAL,4100001,2352,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO DE ULTRAFILTRACION,SFD-2860XP,2754,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO EDI 2.0 HP 220V/50HZ,,78,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO EDI 50 L/H,,435,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO EDI 500 L/H,S8500,433,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO INT. BIPOLAR 15A/250V,CON2815,2777,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO INTERRUPTOR UNIPOLAR,MOINUN16,1335,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO SHUKO PARA CAJA,CON2854,2567,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO T/CTE. C/T. Y SEGURO AVE 3 LINEA,CON2842,2700,Equipos,Clack Corp.,Anaya 2710,,15,10
MODULO TOMA RJ45 CAT 6. BLANCO DBN,CON2582,2709,Equipos,Clack Corp.,Anaya 2710,,15,10
MONITOR CONDUCTIVIDAD 20K OHM,R7049-20K,1595,Equipos,Clack Corp.,Anaya 2710,,15,10
MONITOR E ORP,32078,1414,Equipos,Clack Corp.,Anaya 2710,,15,10
MONITOR O2 P/GENERADOR OXIGENO,CMT200,1676,Equipos,Clack Corp.,Anaya 2710,,15,10
MONITOR RESISTENCIA 200K OHM,R7047-200K,1596,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR 1/2 HP 230/220V - 50/60HZ,,2125,Equipos,Clack Corp.,Anaya 2710,,15,10
"MOTOR 1/3 HP, 110/220V",PM 828,2145,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR 3/4 HP,PM 872,2117,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR ALT. VALV. 1.125 FF,V3069FF-01,1981,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR ALT. VALV. 1.125 MM,V3069MM-01,2484,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR DE VALVULA ALT 1.5 NPT R,V3071,1834,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR DE VALVULA ALT 2 NPT REV,V3076,1835,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR DE VALVULA WS1,V3107-01,1550,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR MONOFASICO BOMBA PALETAS,307200,2593,Equipos,Clack Corp.,Anaya 2710,,15,10
MOTOR MONOFASICO WEG,103970,1615,Equipos,Clack Corp.,Anaya 2710,,15,10
MTM-DIOXIDO DE MANGANESO,A8012,1546,Equipos,Clack Corp.,Anaya 2710,,15,10
MULTA,,2393,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE 1/4""",NI 14,1818,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE CON ROSCA 1,1/4""",,1795,Equipos,Clack Corp.,Anaya 2710,,15,10
NIPLE CONECTOR 1 1/4 C/ROSCA,,1770,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE CONECTOR 2"" C/ROSCA",,1768,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE CONECTOR 2"" C/ROSCA",,1769,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE DE 1/2""",NI 12,1819,Equipos,Clack Corp.,Anaya 2710,,15,10
"NIPLE DE 3/4""",NI 34,1820,Equipos,Clack Corp.,Anaya 2710,,15,10
NIPLE INOX 1/2,,2779,Equipos,Clack Corp.,Anaya 2710,,15,10
NIPLE INOX ROSCADO 1/4 X 40 MM,144460,2785,Equipos,Clack Corp.,Anaya 2710,,15,10
NIPLE P/VITAULIC,20085,2960,Equipos,Clack Corp.,Anaya 2710,,15,10
"NO HARDWATER BYPASS 1.5""",V3097BSPT,2764,Equipos,Clack Corp.,Anaya 2710,,15,10
NO HARDWATER BYPASS 1/125 FF,V3070FF,2112,Equipos,Clack Corp.,Anaya 2710,,15,10
"NO HARDWATER BYPASS 2""",V3098BSPT,2765,Equipos,Clack Corp.,Anaya 2710,,15,10
NUT,11221,2333,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING,20602,2314,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING,20611,2315,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING,20708,2316,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING,20710,2317,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING,20711,2318,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING AQUAFINE,4253,2360,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING AS110 SILICON 9.19X2.62,,1942,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING AS112 SILICON 12.37X2.6,,1941,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING Conector ráp. p/ozo,N674-702-112,1146,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING DISTRIBUIDOR WS2,,92,Equipos,Clack Corp.,Anaya 2710,,15,10
"O'RING P/CONECTOR RAP.""FILSA""",62-100112,34,Equipos,Clack Corp.,Anaya 2710,,15,10
"O'RING TAPA PORTA MEMBRANA 4""",,2690,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING TUBO DISTRIBUIDOR,,1730,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING VITON,102594,2890,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING WPV,10704,2119,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING WS1 (DISTRIBUIDOR 32MM),,459,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING WS2 / TANQUE,,90,Equipos,Clack Corp.,Anaya 2710,,15,10
"O'RING, EPDM, G-165, MXM-54",,247,Equipos,Clack Corp.,Anaya 2710,,15,10
"O'RING, FKM, G-165, MXM-54",,246,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RING/SELLO TAPA 8X40,10175,2962,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RINGS SET ENDCAPS 8PCS,INSTAB412,85,Equipos,Clack Corp.,Anaya 2710,,15,10
O'RINGS WPV,10102,2118,Equipos,Clack Corp.,Anaya 2710,,15,10
OREJA PARA HANSEN FG,,1861,Equipos,Clack Corp.,Anaya 2710,,15,10
OREJA PARA HANSEN FILSA,,1860,Equipos,Clack Corp.,Anaya 2710,,15,10
ORP MEDIDOR Y CONTROLADOR,ORP-4571,1499,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 100 LH,,2975,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 1000 LH CREATE + DOSIF ANTI INCRUST.,REPDEI457,160,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 1000 LH WALCHEM + DOSIF ANTI INCRUST.,DESTRA478,161,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 1500 LH CREATE + DOSIF ANTI INCRUST.,ENTRR4112,182,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 1500 LH WALCHEM + DOSIF ANTI INCRUST.,DESCPER41,183,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 200 LH,,2976,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 2000 LH CREATE + DOSIF ANTI INCRUST.,FOPER4122,184,Equipos,Clack Corp.,Anaya 2710,,15,10
