Codigo;CodigoOrigen;Concepto;Categoria;Proveedor;Producto;StockActual;STOCK ANAYA 2710;Ubicaci�n Anaya;STOCK CROCKER;Ubicaci�n Crocker;STOCK JUANICO;Ubicaci�n Juanico;OBSERV.; EN VIAJE;StockSeguridad;Stock M�ximo;Diferencia;"Bajo de stock ""BAJO"""; PRECIO FOB ;DTO; FOB FILSA ; PRECIO FOB FAC ;% COSTO ESTIMADO; COSTO ESTIMADO ; COSTO REAL$ ; COSTO REAL USD ; COEF. ; PRECIO DE LISTA USD ;NCM - NOMENCLATURA
118;FLT34SA;;ABLANDADOR;CLEAR WATER TECH LLC;FILTRO DE PARTICULA EN LINEA ;6;6;0;;;;;;;;;0;; USD 55,57 ;55%; USD 25,28 ;;;;; USD 26,23 ;1,2; USD 66,68 ;
119;LP-4040;MEMBRANAS;M 4X40;HIDROTEK;MEMBRANA P/OSMOSIS 4X40;11;11;1-B-5-2;;;;;1-B-07-03;;;;0;; USD 59,30 ;0%; USD 59,30 ;;40%;83,02;$ 2.726,40; USD 68,16 ;5,4; USD 320,22 ;
120;LP-8040;MEMBRANAS;M 8X40;HIDROTEK;MEMBRANA P/OSMOSIS 8X40;25;25;1-B-5-3;;;;;1-B-05-03-1-B-06-03;;;;0;; USD 235,00 ;0%; USD 235,00 ;;20%;282;$ 10.804,00; USD 270,10 ;2,6; USD 611,00 ;
122;12446248008;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 1/4 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,37 ;0%; USD 0,37 ;;35%;0,5;; USD -   ;2,7; USD 1,00 ;
123;H04 (PP/CTO/UF/T33);DISPENSADOR;DISPENSADOR;HIDROTEK;DISPENSADOR DE AGUA ROYAL;10;;0;10;;;;;;0;0;0;; USD 210,00 ;0%; USD 210,00 ;210;57%;329,7;$ 13.239,16; USD 330,98 ;3; USD 630,00 ;
124;H04D (PP/CTO/UF/T33);DISPENSADOR;DISPENSADOR;HIDROTEK;DISPENSADOR DE AGUA ROYAL C/GAS;0;;0;;;;;;;0;0;0;; USD 255,00 ;0%; USD 255,00 ;255;57%;400,35;$ 16.056,60; USD 401,42 ;3; USD 765,00 ;
125;;EQ OSMOSIS;OSMOSIS;;OSMO 250 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 4.864,48 ;; USD 8.027,00 ;
126;;EQ OSMOSIS;OSMOSIS;;OSMO 250 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 6.296,93 ;; USD 10.390,00 ;
127;MDM-2156EKK10;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;BOMBA ACOPLE MAG. MDM-2156EKK SIN MOTOR ;0;;0;;;;;Pedido Oxiteno;;0;0;0;; USD 7.081,00 ;35%; USD 4.602,65 ;;;;; USD 5.335,00 ;1,15; USD 8.143,15 ;
128;12446252008;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 1/2 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,45 ;0%; USD 0,45 ;;35%;0,61;; USD 0,67 ;2,7; USD 1,22 ;
129;;EQ OSMOSIS;OSMOSIS;;OSMO 500 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 5.032,62 ;; USD 8.304,00 ;
130;;EQ OSMOSIS;OSMOSIS;;OSMO 500 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 5.295,99 ;; USD 8.739,00 ;
131;;CA�ERIA INOX;ACC CA�ERIA;;VALVULA MUESTREO INOX;0;;0;;;;;;;;;0;; USD 64,00 ;;;;;;; USD 64,00 ;1,3; USD 83,20 ;
133;ULP - 8040-400;MEMBRANAS;M 8X40;WAVE CYBER;MEMBRANA 8X40 - OSMOSIS  - dto max x cant 10% ospura;0;;0;;;;;;;25;50;50;BAJO; USD 320,00 ;0; USD 320,00 ;;30%;416;$ 13.876,20; USD 346,91 ;; USD 715,00 ;
134;;EQ OSMOSIS;OSMOSIS;;OSMO 750 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;#�REF!;
135;;EQ OSMOSIS;OSMOSIS;;OSMO 750 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;#�REF!;
136;12446259008;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 3/4 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,52 ;0%; USD 0,52 ;;35%;0,7;; USD 0,77 ;2,7; USD 1,40 ;
137;US-3 PP + GAC + CTO;DOMESTICO;EQUIPO UF;HIDROTEK;FILTRO DOMESTICO 3 EN LINEA ;20;20;0;;;;;;;;;0;; USD 16,20 ;0%; USD 16,20 ;;;;$ 840,00; USD 21,00 ;3; USD 48,60 ;
138;12255606043;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 3/8 X 1/4 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,44 ;0%; USD 0,44 ;;35%;0,59;; USD 0,65 ;2,7; USD 1,19 ;
139;WF-20B2, WITH STAND;CARCASA;PF 4.5X20;HIDROTEK;"DOBLE CARCASA P/FILTRO 20""X4,5"" C/ESTRUCTURA";4;;0;4;;;;;;;;0;; USD 56,00 ;0%; USD 56,00 ;;;;$ 2.920,00; USD 73,00 ;3; USD 168,00 ;
140;MANCRI344;MANGUERA;MANGUERA;GARCIA Y QUINTANA Ltda.;"MANGUERA CRISTAL 3/4"" LISA (50 METROS)";1;1;0;;;;;;;50;100;99;BAJO;76,51;19%;61,97;;;;$ 61,97; USD 1,55 ;1,3; USD 2,01 ;
141;WF-20B3, WITHOUT STAND;CARCASA;PF 4.5X20;HIDROTEK;"DOBLE CARCASA P/FILTRO 20""X4,5"" S/ESTRUCTUROA - C/SOPORTE";4;;0;4;;;;;;;;0;; USD 46,00 ;0%; USD 46,00 ;;;;$ 2.400,00; USD 60,00 ;3; USD 138,00 ;
148;VALSAL380;;ACC CA�ERIA PVC;EMESSE UNI-CORPORATION;"VALVULA DE 3/8""";0;;0;;;;;;;10;20;20;BAJO;6;0%;6;;;;$ 200,80; USD 5,02 ;2,17; USD 13,02 ;
149;EHE56E2-FC;BOMBA DOSIF;EHE;WALCHEM IWAKI AMERICA INC;BOMBA DOSIF EHE56E2-FC;2;2;1-D-62;;;;;1-E-06-02;;1;2;0;; USD 2.183,00 ;58%; USD 916,86 ;;30%;1.191,92;$ 42.480,00; USD 1.062,00 ;1; USD 2.183,00 ;
151;E56FC-PK;BOMBA DOSIF;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;KIT MANTENIMIENTO EHE56-FC;8;8;1-E-42-04;;;;;1-E-04-02-04;;5;10;2;; USD 292,00 ;45%; USD 160,60 ;;30%;208,78;$ 8.800,00; USD 220,00 ;1,3; USD 379,60 ;
152;CG8;MEDIO FILTRANTE;RESINAS;WATER PURIFICATION SUPPLIES;RESINA CATIONICA - RESINTECH -  BOLSA 28 LTS;0;;0;;;;;;;;;0;;65;0;65;;35%;87,75;$ 3.200,00; USD 80,00 ;; USD 140,00 ;
155;12255608053;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 1/2 X 5/16 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,50 ;0%; USD 0,50 ;;35%;0,68;$ 29,72; USD 0,74 ;2,7; USD 1,35 ;
156;20010052;;ACC CA�ERIA PVC;LA PROA DEL SANITARIO;"TEE PPL 1/2""";0;;0;;;;;;;;;0;;;;;;;;$ 23,56; USD 0,59 ;1,3; USD 0,77 ;
157;RI-12-60;;OTROS ;GIANNI;"VENTURY 3/4"" 90 LT/H";0;;0;;;;;;;;;0;;;25,00%; -   ;;;;$ 1.123,20; USD 28,08 ;; USD -   ;
158;12255608063;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE DOBLE 1/2 X 3/8 - ESPIGA;0;;0;;;;;;;;;0;; USD 0,50 ;0%; USD 0,50 ;;35%;0,68;$ 30,00; USD 0,75 ;2,7; USD 1,35 ;
159;WF-20B3, WITH STAND;CARCASA;PF 4.5X20;HIDROTEK;"TRIPLE CARCASA P/FILTRO 20""X4,5"" C/ESTRUCTURA";4;2;0;2;;;;;;;;0;; USD 79,00 ;0%; USD 79,00 ;;;;$ 4.120,00; USD 103,00 ;3,6; USD 284,40 ;
160;;EQ OSMOSIS;OSMOSIS;;OSMO 1000 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 6.807,73 ;; USD 11.233,00 ;
161;;EQ OSMOSIS;OSMOSIS;;OSMO 1000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 7.554,17 ;; USD 12.465,00 ;
163;ELE1/4;;ELECTRO VALVULA;BAKO S.A.;ELECTRO VALVULA INOX 1/4;0;;0;;;;;;;;;0;;;5%;;;;;; USD 2,69 ;1,3; USD 3,50 ;
164;SILAS0814;;ACC CA�ERIA;GARCIA Y QUINTANA Ltda.;SILASTIC(8X14mm);0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
165;SILAS1016;;ACC CA�ERIA;GARCIA Y QUINTANA Ltda.;SILASTIC (10 X 16 mm);0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
167;22444652088;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE ROSCA HEMBRA 1/2 - ESPIGA 1/2;0;;0;;;;;;;;;0;; USD 1,07 ;0%; USD 1,07 ;;35%;1,44;; USD 1,59 ;2,7; USD 2,89 ;
169;22444652128;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE ROSCA HEMBRA 3/4 - ESPIGA 1/2;0;;0;;;;;;;;;0;; USD 1,25 ;0%; USD 1,25 ;;35%;1,69;; USD 1,59 ;2,7; USD 3,38 ;
170;22444656128;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE ROSCA HEMBRA 3/4 - ESPIGA 5/8;0;;0;;;;;;;;;0;; USD 1,28 ;0%; USD 1,28 ;;35%;1,73;; USD 1,86 ;2,7; USD 3,46 ;
171;22444659128;TEFEN;ACC CA�ERIA;SEELYE INC;REBOSE ROSCA HEMBRA 3/4 - ESPIGA 3/4;0;;0;;;;;;;;;0;; USD 1,28 ;0%; USD 1,28 ;;35%;1,73;; USD 1,90 ;2,7; USD 3,46 ;
177;;EQ OSMOSIS;OSMOSIS;;OSMO DOBLE PASO 900 LH  W900;0;;0;;;;;;;;;0;;;;;;;;; USD 13.384,18 ;; USD 24.092,00 ;
178;;;ACC CA�ERIA INOX;GUSTAVO MANDA A HACER - JORGE NELSON SICA;REBOSE METALICO  1/4;0;;0;;;;;;;10;30;30;BAJO;110;0;110;;;;$ 110,00; USD 2,75 ;1,2; USD 3,94 ;
179;REBINOX12;;Vac�o;;REBOSE METALICO DE 1/2;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
182;;EQ OSMOSIS;OSMOSIS;;OSMO 1500 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 7.095,90 ;; USD 11.709,00 ;
183;;EQ OSMOSIS;OSMOSIS;;OSMO 1500 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 7.842,35 ;; USD 12.940,00 ;
184;;EQ OSMOSIS;OSMOSIS;;OSMO 2000 LH CREATE + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 7.566,44 ;; USD 12.485,00 ;
185;;EQ OSMOSIS;OSMOSIS;;OSMO 2000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 8.130,52 ;; USD 13.416,00 ;
186;;TABLERO;Vac�o;;LLAVE TERMICA;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
187; EJ-B16VCUR;BOMBA DOSIF;EJ;WALCHEM IWAKI AMERICA INC;BOMBA DOSIFICADORA EJ-B16VCUR;12;12;1-D-64;;;;;;;5;10;0;; USD 463,00 ;58%; USD 194,46 ;162,8;30%;252,8;$ 7.685,60; USD 192,14 ;1; USD 463,00 ;
188; EJ-B21VCUR;BOMBA DOSIF;EJ;WALCHEM IWAKI AMERICA INC;BOMBA DOSIFICADORA EJ-B21VCUR;18;18;1-D-64;;;;;;;5;10;0;; USD 481,00 ;58%; USD 202,02 ;169,09;30%;262,63;$ 8.320,00; USD 208,00 ;1; USD 481,00 ;
189; EJ-B31VCUR;BOMBA DOSIF;EJ;WALCHEM IWAKI AMERICA INC;BOMBA DOSIFICADORA EJ-B31VCUR;9;9;1-D-64;;;;;;;5;10;1;; USD 514,00 ;58%; USD 215,88 ;190,18;30%;280,64;$ 8.978,40; USD 224,46 ;1; USD 514,00 ;
190;UV-11W/SS;EQUIPO UV;EQUIPO UV;WATER PURIFICATION SUPPLIES;EQUIPO UV 1 GALON;300;;0;;;300;;;;0;0;0;; USD 17,40 ;0%;17,4;17,4;35%;23,49;; USD 39,16 ;4; USD 69,60 ;
191;LAMP-UV11SS;LAMPARA UV;ACC EQUIPO UV;WATER PURIFICATION SUPPLIES;LAMPARA REPUESTO UV 11W/SS;75;;0;;;75;;;;0;0;0;; USD 4,00 ;0%;4;4;35%;5,4;; USD 9,00 ;4; USD 16,00 ;
192;QUARTZ ;CUARZO UV ;ACC EQUIPO UV;WATER PURIFICATION SUPPLIES;CUARZO REPUESTO UV 11W/SS;49;;0;;;49;;;;0;0;0;; USD 1,00 ;0%;1;1;35%;1,35;; USD 2,02 ;4; USD 4,00 ;
193;SERDES411;SERVICIO ;MO;FILSA (MO);DESINF AGUA TRAT C/PERACETICO;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
194;MANCRS516;MANGUERA;MANGUERA;GARCIA Y QUINTANA Ltda.;"MANGUERA DE MALLA 5/16"" (50 METROS)";0;;0;;;;;;;0;0;0;;0,95;0%;0,95;;;;$ 28,38; USD 0,81 ;1,6; USD 1,52 ;
196;SOL-10;ELECTRO VALVULA;ELECTRO VALVULA;WATER PURIFICATION SUPPLIES / HIDROTEK;"ELECTROVALVULA INOX. 1"" 220v";11;11;1-D-09-03;;;;;HIDROTEK USD 27;;5;10;0;;46;0%;46;46;35%;62,1;$ 1.640,00; USD 41,00 ;3; USD 138,00 ;
199;TMG-10D;MEMBRANAS;M 4X40;WATER PURIFICATION SUPPLIES;"MEMBRANA TORAY TMG10-4""x40""  - dto max x cant 15%";24;24;1-B-6-2;;;;;1-B-04-01;;30;50;26;BAJO; USD 196,00 ;0%; USD 196,00 ;159;25%;245;$ 10.720,00; USD 268,00 ;; USD 480,00 ;
204;WF-20B2, WITHOUT STAND;CARCASA;PF 4.5X20;HIDROTEK;"TRIPLE CARCASA P/FILTRO 20""X4,5"" S/ESTRUCTUROA - C/SOPORTE";4;2;0;2;;;;;;;;0;; USD 66,00 ;0%; USD 66,00 ;;;;$ 3.440,00; USD 86,00 ;3,6; USD 237,60 ;
205;;;MO;,;RECAMBIO LECHO MIXTO;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD 96,00 ;
206;TBRON2379;;Vac�o;;"T DE BRONCE DE 1/4""";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
207;SPF-26,SS FOURSQUARE TUBE ;CA�ERIA INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX CUADRADO 30X30 MM / 1,2 MM ESPESOR;0;;0;;;;;X METRO;;;;0;; USD 4,50 ;0%; USD 4,50 ;;;;$ 280,00; USD 7,00 ;4; USD 18,00 ;
208;BW-4021;MEMBRANAS;M 4X21;HIDROTEK;MEMBRANA 4X21 - SALINIDAD;4;4;1-D-73;;;;;;;;;0;; USD 35,00 ;0%; USD 35,00 ;;40%;49;$ 1.609,20; USD 40,23 ;6; USD 210,00 ;
209;BW-4040;MEMBRANAS;M 4X40;HIDROTEK;MEMBRANA 4X40 - SALINIDAD;19;19;1-A-9-2;;;;;;;;;0;; USD 56,00 ;0%; USD 56,00 ;;40%;78,4;$ 2.560,00; USD 64,00 ;6,08; USD 340,48 ;
210;BW-8040;MEMBRANAS;M 8X40;HIDROTEK;MEMBRANA 8X40 - SALINIDAD;19;19;1-B-2-3;;;;;;;;;0;; USD 220,00 ;0%; USD 220,00 ;;40%;308;$ 10.000,00; USD 250,00 ;2,8; USD 616,00 ;
211;SPF-26,SS FOURSQUARE TUBE ;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX CUADRADO 40X40 MM / 1,2 MM ESPESOR;0;;0;;;;;x METRO;;;;0;; USD 6,00 ;0%; USD 6,00 ;;;;$ 400,00; USD 10,00 ;4; USD 24,00 ;
212;ASESTE422;;Vac�o;FILSA (MO);ASES TECNICO EQ. TRAT. AGUA;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
213;SILAS5900;;Vac�o;GARCIA Y QUINTANA Ltda.;SILASTIC(5 x9mm);0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
214;SPF-26,SS FOURSQUARE TUBE ;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX CUADRADO 50X50 MM / 1,2 MM ESPESOR;0;;0;;;;;;;;;0;; USD 8,00 ;0%; USD 8,00 ;;;;$ 520,00; USD 13,00 ;4; USD 32,00 ;
215;SPF-26,SS FOURSQUARE TUBE ;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX CUADRADO 100X50 MM / 1,2 MM ESPESOR;0;;0;;;;;;;;;0;; USD 19,00 ;0%; USD 19,00 ;;;;$ 1.160,00; USD 29,00 ;4; USD 76,00 ;
216;;osmo doble paso;ACC CA�ERIA PVC;;BUJE 1X1/2 INOX;0;;0;;;;;;;;;0;;;;;;;;; USD 5,95 ;1,3; USD 7,74 ;
217;REBRON122;;Vac�o;;"REBOSE DE BRONCE 1/2""";0;;0;;;;;;;;;0;;;;;;;;; USD 0,97 ;;;
219;REDUC3438;;ACC CA�ERIA PVC;;REDUCCION 3/4x3/8;0;;0;;;;;;;;;0;;;;;;;;; USD 1,40 ;;;
220;ENTRER114;;Vac�o;;"ENTREROSCA DE 1/4"" PVC";0;;0;;;;;;;;;0;;;;;;;;; USD 0,58 ;;;
221;U870W100;PEX;ACC CA�ERIA JG;JOHN GUEST;TUBO PEX JG 3/4 BLANCO (30 MTS);5;5;G-02-03;;;;;;;;;0;; USD 139,00 ;0,3; USD 41,70 ;;35%;56,3;; USD 61,00 ;1,2; USD 166,80 ;
223;QS-012;CUARZO;ACC EQUIPO UV;VIQUA;TUBO CUARZO STERILIGHT - 12Q;8;8;1-D-02-03;;;;;1-D-02-03;;5;10;2;;78;55%;35,1;;50%;52,65;$ 1.746,00; USD 43,65 ;; USD 117,00 ;
224;.00382687;OSMO NUEVO;ACC CA�ERIA INOX;BURKERT;"VALVULA MOTORIZADA INOX 1""";0;;0;;;;;;;;;0;;� 420,00;0%;� 420,00;;;;; USD 644,20 ;;;
225;PPF-08 40 MM;CA�O PVC;ACC CA�ERIA PVC;HIDROTEK;DBOLE UNION PVC 40MM;100;100;1-G-4-1;;;;;;;;;0;;1,2;0%; USD 1,20 ;;;;$ 80,00; USD 2,00 ;3; USD 3,60 ;
226;.00918991;OSMO NUEVO;ACC CONTROLADORES;BURKERT;CABLE CONEXI�N VALVULA / SENSOR;0;;0;;;;;;;;;0;;� 47,00;0%;� 47,00;;;;; USD 73,19 ;;;
227;.00570721;OSMO NUEVO;ACC CONTROLADORES;BURKERT;SENSOR DE PRESION 0-025 BAR;0;;0;;;;;;;;;0;;� 235,00;0%;� 235,00;;;;; USD 371,32 ;2,5; USD 587,50 ;
228;SPF-11,32MM;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;GRAMPA INOX 32 MM;30;30;1-D-08-02;;;;;;;;;0;; USD 1,60 ;0%; USD 1,60 ;;;;$ 96,00; USD 2,40 ;4; USD 6,40 ;
229;;CARCASA;INOXIDABLE;BROTHER FILTRATION;"PORTA FILTRO INOX 14 ELEMENTOS 30""X2,5";2;;0;2;;;;;;;;0;; USD 1.449,00 ;0,00%; USD 1.449,00 ;;35%;1.956,15;; USD 1.850,00 ;1,9; USD 2.753,10 ;
232;;EQ OSMOSIS;OSMOSIS;;OSMO 3000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 11.492,26 ;; USD 19.537,00 ;
233;;EQ OSMOSIS;OSMOSIS;;OSMO 4000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;0;0;0;;;;;;;;; USD -   ;;;
234;;EQ OSMOSIS;OSMOSIS;;OSMO 5000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
235;;EQ OSMOSIS;OSMOSIS;;OSMO 6000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 12.622,26 ;; USD 21.458,00 ;
236;;EQ OSMOSIS;OSMOSIS;;OSMO 7000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 13.752,26 ;; USD 23.379,00 ;
237;;EQ OSMOSIS;OSMOSIS;;OSMO 9000 LH WALCHEM + DOSIF ANTI INCRUST.;0;;0;;;;;;;;;0;;;;;;;;; USD 14.882,26 ;; USD 25.300,00 ;
238;SPF-11,38MM;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;GRAMPA INOX 38 MM;50;50;1-D-08-02;;;;;;;;;0;; USD 1,80 ;0%; USD 1,80 ;;;;$ 108,00; USD 2,70 ;4; USD 7,20 ;
239;SPF-11,51MM;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;GRAMPA INOX 51 MM;50;50;1-D-08-02;;;;;;;;;0;; USD 2,00 ;0%; USD 2,00 ;;;;$ 120,00; USD 3,00 ;4; USD 8,00 ;
240;SALTANQ41;;Vac�o;;"SALIDA DE TANQUE DE 1""";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
241;J7551;TANQUE - SALMUERA;TANQUE SALMUERA;CLACK CORPORATION;TANQUE P/ SALMUERA 18x36 COMPL;0;;0;;;;;;;10;20;20;BAJO; USD 99,60 ;0,34; USD 33,87 ;31,36;35,00%;45,72;$ 2.003,68; USD 50,09 ;2; USD 199,21 ;
242;MANMSA455;;ACC CA�ERIA PVC;GARCIA Y QUINTANA Ltda.;"MANGUERA CRISTAL DE 1/4""";0;;0;;;;;;;;;0;;;;;;;;; USD 0,56 ;;;
243;39510068;;ACC CA�ERIA PVC;LA PROA DEL SANITARIO;"CUPLA 25 MM X 3/4""";0;;0;;;;;;;;;0;;;;;;;;; USD 0,54 ;1,3; USD 0,70 ;
244;;;ACC CA�ERIA PVC;HIDRATOR;MANGUERA ALTA PRESION 1/2;0;;0;;;;;;;;;0;;;;;;;;; USD 3,41 ;1,3; USD 4,43 ;
245;MXM5453ECFEA-H;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;BOMBA ACOPME MAGNETICO MXM5453;0;;0;;;;;Por pedido Kepco;;0;0;0;; USD 3.514,00 ;35%; USD 2.284,10 ;;30%;2.969,33;$ 116.762,36; USD 2.919,06 ;1,15; USD 4.041,10 ;
246;MXM0006;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;O'RING, FKM, G-165, MXM-54;0;;0;;;;;Por pedido Kepco;;0;0;0;; USD 87,66 ;35%; USD 56,98 ;;40%;79,77;$ 3.407,52; USD 85,19 ;1,5; USD 131,49 ;
247;MXM0007;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;O'RING, EPDM, G-165, MXM-54;0;;0;;;;;Por pedido Kepco;;0;0;0;; USD 12,28 ;35%; USD 7,98 ;;40%;11,17;$ 477,20; USD 11,93 ;1,5; USD 18,42 ;
248;MXM0009;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;GASKET, VENT/DRAIN, FKM, MXM-ALL;0;;0;;;;;Por pedido Kepco;;0;0;0;; USD 10,02 ;35%; USD 6,51 ;;38%;8,98;$ 332,92; USD 8,32 ;1,5; USD 15,02 ;
249;MXM0010;BOMBA ACOPLE MAGNE;BOMBA ACOPLE MAGNE;WALCHEM IWAKI AMERICA INC;GASKET, VENT/DRAIN, EPDM, MXM-ALL;0;;0;;;;;Por pedido Kepco;;0;0;0;; USD 10,02 ;35%; USD 6,51 ;;40%;9,11;$ 389,40; USD 9,74 ;1,5; USD 15,02 ;
250;ACCESORIOS/INSUMOS;ACCESORIOS/INSUMOS;OTROS ;ACCESORIOS/INSUMOS;ACCESORIOS/INSUMOS;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
251;"SPF-19,JOINT ELBOW 1""";CA�O INOX;ACC CA�ERIA PVC;HIDROTEK;"CODO INOX ARTICULADO 1""";50;50;0;;;;;;;;;0;; USD 3,00 ;0%; USD 3,00 ;;;;$ 180,00; USD 4,50 ;4; USD 12,00 ;
252;"SPF-19,JOINT ELBOW 1,5""";CA�O INOX;ACC CA�ERIA PVC;HIDROTEK;"CODO INOX ARTICULADO DE 1,5""";10;10;0;;;;;;;;;0;; USD 5,00 ;0%; USD 5,00 ;;;;$ 300,00; USD 7,50 ;4; USD 20,00 ;
253;SPF-25;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX REDONDO 38 MM / 1,2MM ESPESOR;0;;0;;;;;;;;;0;; USD 4,50 ;0%; USD 4,50 ;;;;$ 280,00; USD 7,00 ;4; USD 18,00 ;
255;SPF-25, DAIMETER 50MM;CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;CA�O INOX REDONDO 50 MM / 1,2MM ESPESOR;0;;0;;;;;;;;;0;; USD 5,90 ;0%; USD 5,90 ;;;;$ 360,00; USD 9,00 ;4; USD 23,60 ;
256;"SPF-08,SS SOCKET 1"" (DN25)";CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;"UNION INOX 1"" LISO";30;30;0;;;;;;;;;0;; USD 2,20 ;0%; USD 2,20 ;;;;$ 132,00; USD 3,30 ;4; USD 8,80 ;
258;"SPF-08,SS SOCKET 1,5"" (DN40)";CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;"UNION INOX 1,5"" LISO";30;30;0;;;;;;;;;0;; USD 4,50 ;0%; USD 4,50 ;;;;$ 272,00; USD 6,80 ;4; USD 18,00 ;
259;V4021 / HOUSING STANLESS STEEL ;PORTA MEMBRANA;PM 4X21;WATER PURIFICATION SUPPLIES / HIDROTEK;"PORTA MEMB. INOXIDABLE 4""x21""";28;28;1-D-74;;;;;1-B-05-02;;6;15;0;;64;0%;64;64;35%;86,4;$ 3.040,00; USD 76,00 ;4; USD 256,00 ;
264;"SPF-08,SS SOCKET 2"" (DN50)";CA�O INOX;ACC CA�ERIA INOX;HIDROTEK;"UNION INOX 2"" LISO";20;20;0;;;;;;;;;0;; USD 5,00 ;0%; USD 5,00 ;;;;$ 300,00; USD 7,50 ;4; USD 20,00 ;
265;39510083;;ACC CA�ERIA PVC;LA PROA DEL SANITARIO;TEE 25 MM;0;;0;;;;;;;;;0;;;;;;;;; USD 0,60 ;1,3; USD 0,78 ;
266;VALBR4772;;ACC CA�ERIA PVC;;"VALVULA DE BRONCE DE 1/2""";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
